row,cfu,_1,to1,bw_up,olt1
7.U23,RETAIL,23,CGW2*.BTC,0.001,OLT00**KDE*2GND
7.U24,RETAIL,24,CGW*.BDS,0.001,OLT00**KDE*2GND
7.U25,RETAIL,25,CGW2*.BTC,0.001,OLT00**KDE*2GND
7.U26,RETAIL,26,CGW*.BDS,0.001,OLT00**KDE*2GND
7.U27,EBIS,27,CGW2*.BTC,0.002,OLT00**KDE*2GND
7.U28,EBIS,28,CGW*.BDS,0.002,OLT00**KDE*2GND
7.U29,WHOLESALE,29,CGW*.BDS,0.003,OLT00**KDE*2GND
7.U30,WHOLESALE,30,CGW*.MDO,0.003,OLT00**KDE*2GND
7.U31,MOBILE,31,CGW*.BDS,0.004,OLT00**KDE*2GND
7.U32,MOBILE,32,CGW*.MDO,0.004,OLT00**KDE*2GND
7.U33,RETAIL,33,CNGoogle,0.001,OLT00**KDE*2GND
7.U34,RETAIL,34,CNFacebook,0.001,OLT00**KDE*2GND
7.U35,RETAIL,35,CNNetflix,0.001,OLT00**KDE*2GND
7.U36,RETAIL,36,CNConversant,0.001,OLT00**KDE*2GND
7.U37,EBIS,37,CNGoogle,0.001,OLT00**KDE*2GND
7.U38,EBIS,38,CNFacebook,0.001,OLT00**KDE*2GND
7.U39,EBIS,39,CNNetflix,0.001,OLT00**KDE*2GND
7.U40,EBIS,40,CNConversant,0.001,OLT00**KDE*2GND
7.U41,WHOLESALE,41,CNGoogle,0.001,OLT00**KDE*2GND
7.U42,WHOLESALE,42,CNFacebook,0.001,OLT00**KDE*2GND
7.U43,WHOLESALE,43,CNNetflix,0.001,OLT00**KDE*2GND
7.U44,WHOLESALE,44,CNConversant,0.001,OLT00**KDE*2GND
7.U45,MOBILE,45,CNGoogle,0.002,OLT00**KDE*2GND
7.U46,MOBILE,46,CNFacebook,0.002,OLT00**KDE*2GND
7.U47,MOBILE,47,CNNetflix,0.002,OLT00**KDE*2GND
7.U48,MOBILE,48,CNConversant,0.002,OLT00**KDE*2GND
7.U49,RETAIL,49,CNIptv,0.001,OLT00**KDE*2GND
7.U50,EBIS,50,CNIptv,0.001,OLT00**KDE*2GND
8.U1,RETAIL,1,CGW2*.BTC,0.033,OLT00**KDE*3
8.U2,RETAIL,2,CGW*.BDS,0.033,OLT00**KDE*3
8.U3,RETAIL,3,CGW*.MDO,0.033,OLT00**KDE*3
8.U4,RETAIL,4,CGW*.PNK,0.033,OLT00**KDE*3
8.U5,RETAIL,5,TEL#_CGW2*.BDS,0.033,OLT00**KDE*3
8.U6,RETAIL,6,TEL#_CGW2**BDS,0.033,OLT00**KDE*3
8.U7,RETAIL,7,TEL#_CGW*.BDS,0.033,OLT00**KDE*3
8.U8,RETAIL,8,CGW2*.BTC,0.033,OLT00**KDE*3
8.U9,RETAIL,9,CGW*.BDS,0.033,OLT00**KDE*3
8.U10,RETAIL,10,CGW2*.BTC,0.033,OLT00**KDE*3
8.U11,RETAIL,11,CGW*.BDS,0.033,OLT00**KDE*3
8.U12,RETAIL,12,CGW2*.BTC,0.033,OLT00**KDE*3
8.U13,RETAIL,13,CGW*.BDS,0.033,OLT00**KDE*3
8.U14,RETAIL,14,CGW*.MDO,0.033,OLT00**KDE*3
8.U15,RETAIL,15,CGW*.PNK,0.033,OLT00**KDE*3
8.U16,RETAIL,16,TEL#_CGW2*.BDS,0.033,OLT00**KDE*3
8.U17,RETAIL,17,TEL#_CGW2**BDS,0.033,OLT00**KDE*3
8.U18,RETAIL,18,TEL#_CGW*.BDS,0.033,OLT00**KDE*3
8.U19,RETAIL,19,CGW2*.BTC,0.033,OLT00**KDE*3
8.U20,RETAIL,20,CGW*.BDS,0.033,OLT00**KDE*3
8.U21,RETAIL,21,CGW2*.BTC,0.033,OLT00**KDE*3
8.U22,RETAIL,22,CGW*.BDS,0.033,OLT00**KDE*3
8.U23,RETAIL,23,CGW2*.BTC,0.033,OLT00**KDE*3
8.U24,RETAIL,24,CGW*.BDS,0.033,OLT00**KDE*3
8.U25,RETAIL,25,CGW2*.BTC,0.033,OLT00**KDE*3
8.U26,RETAIL,26,CGW*.BDS,0.033,OLT00**KDE*3
8.U27,EBIS,27,CGW2*.BTC,0.064999998,OLT00**KDE*3
8.U28,EBIS,28,CGW*.BDS,0.064999998,OLT00**KDE*3
8.U29,WHOLESALE,29,CGW*.BDS,0.097999997,OLT00**KDE*3
8.U30,WHOLESALE,30,CGW*.MDO,0.097999997,OLT00**KDE*3
8.U31,MOBILE,31,CGW*.BDS,0.130999997,OLT00**KDE*3
8.U32,MOBILE,32,CGW*.MDO,0.130999997,OLT00**KDE*3
8.U33,RETAIL,33,CNGoogle,0.033,OLT00**KDE*3
8.U34,RETAIL,34,CNFacebook,0.033,OLT00**KDE*3
8.U35,RETAIL,35,CNNetflix,0.033,OLT00**KDE*3
8.U36,RETAIL,36,CNConversant,0.033,OLT00**KDE*3
8.U37,EBIS,37,CNGoogle,0.033,OLT00**KDE*3
8.U38,EBIS,38,CNFacebook,0.033,OLT00**KDE*3
8.U39,EBIS,39,CNNetflix,0.033,OLT00**KDE*3
8.U40,EBIS,40,CNConversant,0.033,OLT00**KDE*3
8.U41,WHOLESALE,41,CNGoogle,0.033,OLT00**KDE*3
8.U42,WHOLESALE,42,CNFacebook,0.033,OLT00**KDE*3
8.U43,WHOLESALE,43,CNNetflix,0.033,OLT00**KDE*3
8.U44,WHOLESALE,44,CNConversant,0.033,OLT00**KDE*3
8.U45,MOBILE,45,CNGoogle,0.064999998,OLT00**KDE*3
8.U46,MOBILE,46,CNFacebook,0.064999998,OLT00**KDE*3
8.U47,MOBILE,47,CNNetflix,0.064999998,OLT00**KDE*3
8.U48,MOBILE,48,CNConversant,0.064999998,OLT00**KDE*3
8.U49,RETAIL,49,CNIptv,0.044,OLT00**KDE*3
8.U50,EBIS,50,CNIptv,0.044,OLT00**KDE*3
9.U1,RETAIL,1,CGW2*.BTC,0.003,OLT00**KNN*2CWL
9.U2,RETAIL,2,CGW*.BDS,0.003,OLT00**KNN*2CWL
9.U3,RETAIL,3,CGW*.MDO,0.003,OLT00**KNN*2CWL
9.U4,RETAIL,4,CGW*.PNK,0.003,OLT00**KNN*2CWL
9.U5,RETAIL,5,TEL#_CGW2*.BDS,0.003,OLT00**KNN*2CWL
9.U6,RETAIL,6,TEL#_CGW2**BDS,0.003,OLT00**KNN*2CWL
9.U7,RETAIL,7,TEL#_CGW*.BDS,0.003,OLT00**KNN*2CWL
9.U8,RETAIL,8,CGW2*.BTC,0.003,OLT00**KNN*2CWL
9.U9,RETAIL,9,CGW*.BDS,0.003,OLT00**KNN*2CWL
9.U10,RETAIL,10,CGW2*.BTC,0.003,OLT00**KNN*2CWL
9.U11,RETAIL,11,CGW*.BDS,0.003,OLT00**KNN*2CWL
9.U12,RETAIL,12,CGW2*.BTC,0.003,OLT00**KNN*2CWL
