no,bw_down,cfu,to0,from1,bw20,olt1
77.D41,0.057,WHOLESALE,41,CNGoogle,0.382,OLT17**DMO*3
77.D42,0.057,WHOLESALE,42,CNFacebook,0.382,OLT17**DMO*3
77.D43,0.057,WHOLESALE,43,CNNetflix,0.382,OLT17**DMO*3
77.D44,0.057,WHOLESALE,44,CNConversant,0.382,OLT17**DMO*3
77.D45,0.115000002,MOBILE,45,CNGoogle,0.764,OLT17**DMO*3
77.D46,0.115000002,MOBILE,46,CNFacebook,0.764,OLT17**DMO*3
77.D47,0.115000002,MOBILE,47,CNNetflix,0.764,OLT17**DMO*3
77.D48,0.115000002,MOBILE,48,CNConversant,0.764,OLT17**DMO*3
77.D49,0.075999998,RETAIL,49,CNIptv,0.509333333,OLT17**DMO*3
77.D50,0.075999998,EBIS,50,CNIptv,0.509333333,OLT17**DMO*3
78.D1,0.033,RETAIL,1,CGW2*.BTC,0.222,OLT18**DMO*3
78.D2,0.033,RETAIL,2,CGW*.BDS,0.222,OLT18**DMO*3
78.D3,0.033,RETAIL,3,CGW*.MDO,0.222,OLT18**DMO*3
78.D4,0.033,RETAIL,4,CGW*.PNK,0.222,OLT18**DMO*3
78.D5,0.033,RETAIL,5,TEL#_CGW2*.BDS,0.222,OLT18**DMO*3
78.D6,0.033,RETAIL,6,TEL#_CGW2**BDS,0.222,OLT18**DMO*3
78.D7,0.033,RETAIL,7,TEL#_CGW*.BDS,0.222,OLT18**DMO*3
78.D8,0.033,RETAIL,8,CGW2*.BTC,0.222,OLT18**DMO*3
78.D9,0.033,RETAIL,9,CGW*.BDS,0.222,OLT18**DMO*3
78.D10,0.033,RETAIL,10,CGW2*.BTC,0.222,OLT18**DMO*3
78.D11,0.033,RETAIL,11,CGW*.BDS,0.222,OLT18**DMO*3
78.D12,0.033,RETAIL,12,CGW2*.BTC,0.222,OLT18**DMO*3
78.D13,0.033,RETAIL,13,CGW*.BDS,0.222,OLT18**DMO*3
78.D14,0.033,RETAIL,14,CGW*.MDO,0.222,OLT18**DMO*3
78.D15,0.033,RETAIL,15,CGW*.PNK,0.222,OLT18**DMO*3
78.D16,0.033,RETAIL,16,TEL#_CGW2*.BDS,0.222,OLT18**DMO*3
78.D17,0.033,RETAIL,17,TEL#_CGW2**BDS,0.222,OLT18**DMO*3
78.D18,0.033,RETAIL,18,TEL#_CGW*.BDS,0.222,OLT18**DMO*3
78.D19,0.033,RETAIL,19,CGW2*.BTC,0.222,OLT18**DMO*3
78.D20,0.033,RETAIL,20,CGW*.BDS,0.222,OLT18**DMO*3
78.D21,0.033,RETAIL,21,CGW2*.BTC,0.222,OLT18**DMO*3
78.D22,0.033,RETAIL,22,CGW*.BDS,0.222,OLT18**DMO*3
78.D23,0.033,RETAIL,23,CGW2*.BTC,0.222,OLT18**DMO*3
78.D24,0.033,RETAIL,24,CGW*.BDS,0.222,OLT18**DMO*3
78.D25,0.033,RETAIL,25,CGW2*.BTC,0.222,OLT18**DMO*3
78.D26,0.033,RETAIL,26,CGW*.BDS,0.222,OLT18**DMO*3
78.D27,0.067000002,EBIS,27,CGW2*.BTC,0.444,OLT18**DMO*3
78.D28,0.067000002,EBIS,28,CGW*.BDS,0.444,OLT18**DMO*3
78.D29,0.100000001,WHOLESALE,29,CGW*.BDS,0.666,OLT18**DMO*3
78.D30,0.100000001,WHOLESALE,30,CGW*.MDO,0.666,OLT18**DMO*3
78.D31,0.133000001,MOBILE,31,CGW*.BDS,0.888,OLT18**DMO*3
78.D32,0.133000001,MOBILE,32,CGW*.MDO,0.888,OLT18**DMO*3
78.D33,0.033,RETAIL,33,CNGoogle,0.222,OLT18**DMO*3
78.D34,0.033,RETAIL,34,CNFacebook,0.222,OLT18**DMO*3
78.D35,0.033,RETAIL,35,CNNetflix,0.222,OLT18**DMO*3
78.D36,0.033,RETAIL,36,CNConversant,0.222,OLT18**DMO*3
78.D37,0.033,EBIS,37,CNGoogle,0.222,OLT18**DMO*3
78.D38,0.033,EBIS,38,CNFacebook,0.222,OLT18**DMO*3
78.D39,0.033,EBIS,39,CNNetflix,0.222,OLT18**DMO*3
78.D40,0.033,EBIS,40,CNConversant,0.222,OLT18**DMO*3
78.D41,0.033,WHOLESALE,41,CNGoogle,0.222,OLT18**DMO*3
78.D42,0.033,WHOLESALE,42,CNFacebook,0.222,OLT18**DMO*3
78.D43,0.033,WHOLESALE,43,CNNetflix,0.222,OLT18**DMO*3
78.D44,0.033,WHOLESALE,44,CNConversant,0.222,OLT18**DMO*3
78.D45,0.067000002,MOBILE,45,CNGoogle,0.444,OLT18**DMO*3
78.D46,0.067000002,MOBILE,46,CNFacebook,0.444,OLT18**DMO*3
78.D47,0.067000002,MOBILE,47,CNNetflix,0.444,OLT18**DMO*3
78.D48,0.067000002,MOBILE,48,CNConversant,0.444,OLT18**DMO*3
78.D49,0.044,RETAIL,49,CNIptv,0.296,OLT18**DMO*3
78.D50,0.044,EBIS,50,CNIptv,0.296,OLT18**DMO*3
79.D1,0.041999999,RETAIL,1,CGW2*.BTC,0.279,OLT19**DMO*3
79.D2,0.041999999,RETAIL,2,CGW*.BDS,0.279,OLT19**DMO*3
79.D3,0.041999999,RETAIL,3,CGW*.MDO,0.279,OLT19**DMO*3
79.D4,0.041999999,RETAIL,4,CGW*.PNK,0.279,OLT19**DMO*3
79.D5,0.041999999,RETAIL,5,TEL#_CGW2*.BDS,0.279,OLT19**DMO*3
79.D6,0.041999999,RETAIL,6,TEL#_CGW2**BDS,0.279,OLT19**DMO*3
79.D7,0.041999999,RETAIL,7,TEL#_CGW*.BDS,0.279,OLT19**DMO*3
79.D8,0.041999999,RETAIL,8,CGW2*.BTC,0.279,OLT19**DMO*3
79.D9,0.041999999,RETAIL,9,CGW*.BDS,0.279,OLT19**DMO*3
79.D10,0.041999999,RETAIL,10,CGW2*.BTC,0.279,OLT19**DMO*3
79.D11,0.041999999,RETAIL,11,CGW*.BDS,0.279,OLT19**DMO*3
79.D12,0.041999999,RETAIL,12,CGW2*.BTC,0.279,OLT19**DMO*3
79.D13,0.041999999,RETAIL,13,CGW*.BDS,0.279,OLT19**DMO*3
79.D14,0.041999999,RETAIL,14,CGW*.MDO,0.279,OLT19**DMO*3
79.D15,0.041999999,RETAIL,15,CGW*.PNK,0.279,OLT19**DMO*3
79.D16,0.041999999,RETAIL,16,TEL#_CGW2*.BDS,0.279,OLT19**DMO*3
79.D17,0.041999999,RETAIL,17,TEL#_CGW2**BDS,0.279,OLT19**DMO*3
79.D18,0.041999999,RETAIL,18,TEL#_CGW*.BDS,0.279,OLT19**DMO*3
79.D19,0.041999999,RETAIL,19,CGW2*.BTC,0.279,OLT19**DMO*3
79.D20,0.041999999,RETAIL,20,CGW*.BDS,0.279,OLT19**DMO*3
79.D21,0.041999999,RETAIL,21,CGW2*.BTC,0.279,OLT19**DMO*3
79.D22,0.041999999,RETAIL,22,CGW*.BDS,0.279,OLT19**DMO*3
79.D23,0.041999999,RETAIL,23,CGW2*.BTC,0.279,OLT19**DMO*3
79.D24,0.041999999,RETAIL,24,CGW*.BDS,0.279,OLT19**DMO*3
79.D25,0.041999999,RETAIL,25,CGW2*.BTC,0.279,OLT19**DMO*3
79.D26,0.041999999,RETAIL,26,CGW*.BDS,0.279,OLT19**DMO*3
79.D27,0.083999999,EBIS,27,CGW2*.BTC,0.558,OLT19**DMO*3
79.D28,0.083999999,EBIS,28,CGW*.BDS,0.558,OLT19**DMO*3
79.D29,0.126000002,WHOLESALE,29,CGW*.BDS,0.837,OLT19**DMO*3
79.D30,0.126000002,WHOLESALE,30,CGW*.MDO,0.837,OLT19**DMO*3
79.D31,0.166999996,MOBILE,31,CGW*.BDS,1.116,OLT19**DMO*3
79.D32,0.166999996,MOBILE,32,CGW*.MDO,1.116,OLT19**DMO*3
79.D33,0.041999999,RETAIL,33,CNGoogle,0.279,OLT19**DMO*3
79.D34,0.041999999,RETAIL,34,CNFacebook,0.279,OLT19**DMO*3
79.D35,0.041999999,RETAIL,35,CNNetflix,0.279,OLT19**DMO*3
79.D36,0.041999999,RETAIL,36,CNConversant,0.279,OLT19**DMO*3
79.D37,0.041999999,EBIS,37,CNGoogle,0.279,OLT19**DMO*3
79.D38,0.041999999,EBIS,38,CNFacebook,0.279,OLT19**DMO*3
79.D39,0.041999999,EBIS,39,CNNetflix,0.279,OLT19**DMO*3
79.D40,0.041999999,EBIS,40,CNConversant,0.279,OLT19**DMO*3
79.D41,0.041999999,WHOLESALE,41,CNGoogle,0.279,OLT19**DMO*3
79.D42,0.041999999,WHOLESALE,42,CNFacebook,0.279,OLT19**DMO*3
79.D43,0.041999999,WHOLESALE,43,CNNetflix,0.279,OLT19**DMO*3
79.D44,0.041999999,WHOLESALE,44,CNConversant,0.279,OLT19**DMO*3
79.D45,0.083999999,MOBILE,45,CNGoogle,0.558,OLT19**DMO*3
79.D46,0.083999999,MOBILE,46,CNFacebook,0.558,OLT19**DMO*3
79.D47,0.083999999,MOBILE,47,CNNetflix,0.558,OLT19**DMO*3
79.D48,0.083999999,MOBILE,48,CNConversant,0.558,OLT19**DMO*3
79.D49,0.056000002,RETAIL,49,CNIptv,0.372,OLT19**DMO*3
79.D50,0.056000002,EBIS,50,CNIptv,0.372,OLT19**DMO*3
80.D1,0.025,RETAIL,1,CGW2*.BTC,0.168,OLT20**DMO*2
80.D2,0.025,RETAIL,2,CGW*.BDS,0.168,OLT20**DMO*2
80.D3,0.025,RETAIL,3,CGW*.MDO,0.168,OLT20**DMO*2
80.D4,0.025,RETAIL,4,CGW*.PNK,0.168,OLT20**DMO*2
80.D5,0.025,RETAIL,5,TEL#_CGW2*.BDS,0.168,OLT20**DMO*2
80.D6,0.025,RETAIL,6,TEL#_CGW2**BDS,0.168,OLT20**DMO*2
80.D7,0.025,RETAIL,7,TEL#_CGW*.BDS,0.168,OLT20**DMO*2
80.D8,0.025,RETAIL,8,CGW2*.BTC,0.168,OLT20**DMO*2
80.D9,0.025,RETAIL,9,CGW*.BDS,0.168,OLT20**DMO*2
80.D10,0.025,RETAIL,10,CGW2*.BTC,0.168,OLT20**DMO*2
80.D11,0.025,RETAIL,11,CGW*.BDS,0.168,OLT20**DMO*2
80.D12,0.025,RETAIL,12,CGW2*.BTC,0.168,OLT20**DMO*2
80.D13,0.025,RETAIL,13,CGW*.BDS,0.168,OLT20**DMO*2
80.D14,0.025,RETAIL,14,CGW*.MDO,0.168,OLT20**DMO*2
80.D15,0.025,RETAIL,15,CGW*.PNK,0.168,OLT20**DMO*2
80.D16,0.025,RETAIL,16,TEL#_CGW2*.BDS,0.168,OLT20**DMO*2
80.D17,0.025,RETAIL,17,TEL#_CGW2**BDS,0.168,OLT20**DMO*2
80.D18,0.025,RETAIL,18,TEL#_CGW*.BDS,0.168,OLT20**DMO*2
80.D19,0.025,RETAIL,19,CGW2*.BTC,0.168,OLT20**DMO*2
80.D20,0.025,RETAIL,20,CGW*.BDS,0.168,OLT20**DMO*2
80.D21,0.025,RETAIL,21,CGW2*.BTC,0.168,OLT20**DMO*2
80.D22,0.025,RETAIL,22,CGW*.BDS,0.168,OLT20**DMO*2
80.D23,0.025,RETAIL,23,CGW2*.BTC,0.168,OLT20**DMO*2
80.D24,0.025,RETAIL,24,CGW*.BDS,0.168,OLT20**DMO*2
80.D25,0.025,RETAIL,25,CGW2*.BTC,0.168,OLT20**DMO*2
80.D26,0.025,RETAIL,26,CGW*.BDS,0.168,OLT20**DMO*2
80.D27,0.050000001,EBIS,27,CGW2*.BTC,0.336,OLT20**DMO*2
80.D28,0.050000001,EBIS,28,CGW*.BDS,0.336,OLT20**DMO*2
80.D29,0.075999998,WHOLESALE,29,CGW*.BDS,0.504,OLT20**DMO*2
80.D30,0.075999998,WHOLESALE,30,CGW*.MDO,0.504,OLT20**DMO*2
80.D31,0.101000004,MOBILE,31,CGW*.BDS,0.672,OLT20**DMO*2
80.D32,0.101000004,MOBILE,32,CGW*.MDO,0.672,OLT20**DMO*2
80.D33,0.025,RETAIL,33,CNGoogle,0.168,OLT20**DMO*2
80.D34,0.025,RETAIL,34,CNFacebook,0.168,OLT20**DMO*2
80.D35,0.025,RETAIL,35,CNNetflix,0.168,OLT20**DMO*2
80.D36,0.025,RETAIL,36,CNConversant,0.168,OLT20**DMO*2
80.D37,0.025,EBIS,37,CNGoogle,0.168,OLT20**DMO*2
80.D38,0.025,EBIS,38,CNFacebook,0.168,OLT20**DMO*2
80.D39,0.025,EBIS,39,CNNetflix,0.168,OLT20**DMO*2
80.D40,0.025,EBIS,40,CNConversant,0.168,OLT20**DMO*2
80.D41,0.025,WHOLESALE,41,CNGoogle,0.168,OLT20**DMO*2
80.D42,0.025,WHOLESALE,42,CNFacebook,0.168,OLT20**DMO*2
80.D43,0.025,WHOLESALE,43,CNNetflix,0.168,OLT20**DMO*2
80.D44,0.025,WHOLESALE,44,CNConversant,0.168,OLT20**DMO*2
80.D45,0.050000001,MOBILE,45,CNGoogle,0.336,OLT20**DMO*2
80.D46,0.050000001,MOBILE,46,CNFacebook,0.336,OLT20**DMO*2
80.D47,0.050000001,MOBILE,47,CNNetflix,0.336,OLT20**DMO*2
80.D48,0.050000001,MOBILE,48,CNConversant,0.336,OLT20**DMO*2
80.D49,0.034000002,RETAIL,49,CNIptv,0.224,OLT20**DMO*2
80.D50,0.034000002,EBIS,50,CNIptv,0.224,OLT20**DMO*2
81.D1,0.009,RETAIL,1,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D2,0.009,RETAIL,2,CGW*.BDS,0.057979,OLT20**DMO*3
81.D3,0.009,RETAIL,3,CGW*.MDO,0.057979,OLT20**DMO*3
81.D4,0.009,RETAIL,4,CGW*.PNK,0.057979,OLT20**DMO*3
81.D5,0.009,RETAIL,5,TEL#_CGW2*.BDS,0.057979,OLT20**DMO*3
81.D6,0.009,RETAIL,6,TEL#_CGW2**BDS,0.057979,OLT20**DMO*3
81.D7,0.009,RETAIL,7,TEL#_CGW*.BDS,0.057979,OLT20**DMO*3
81.D8,0.009,RETAIL,8,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D9,0.009,RETAIL,9,CGW*.BDS,0.057979,OLT20**DMO*3
81.D10,0.009,RETAIL,10,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D11,0.009,RETAIL,11,CGW*.BDS,0.057979,OLT20**DMO*3
81.D12,0.009,RETAIL,12,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D13,0.009,RETAIL,13,CGW*.BDS,0.057979,OLT20**DMO*3
81.D14,0.009,RETAIL,14,CGW*.MDO,0.057979,OLT20**DMO*3
81.D15,0.009,RETAIL,15,CGW*.PNK,0.057979,OLT20**DMO*3
81.D16,0.009,RETAIL,16,TEL#_CGW2*.BDS,0.057979,OLT20**DMO*3
81.D17,0.009,RETAIL,17,TEL#_CGW2**BDS,0.057979,OLT20**DMO*3
81.D18,0.009,RETAIL,18,TEL#_CGW*.BDS,0.057979,OLT20**DMO*3
81.D19,0.009,RETAIL,19,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D20,0.009,RETAIL,20,CGW*.BDS,0.057979,OLT20**DMO*3
81.D21,0.009,RETAIL,21,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D22,0.009,RETAIL,22,CGW*.BDS,0.057979,OLT20**DMO*3
81.D23,0.009,RETAIL,23,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D24,0.009,RETAIL,24,CGW*.BDS,0.057979,OLT20**DMO*3
81.D25,0.009,RETAIL,25,CGW2*.BTC,0.057979,OLT20**DMO*3
81.D26,0.009,RETAIL,26,CGW*.BDS,0.057979,OLT20**DMO*3
81.D27,0.017000001,EBIS,27,CGW2*.BTC,0.115958,OLT20**DMO*3
81.D28,0.017000001,EBIS,28,CGW*.BDS,0.115958,OLT20**DMO*3
81.D29,0.026000001,WHOLESALE,29,CGW*.BDS,0.173937,OLT20**DMO*3
81.D30,0.026000001,WHOLESALE,30,CGW*.MDO,0.173937,OLT20**DMO*3
81.D31,0.035,MOBILE,31,CGW*.BDS,0.231916,OLT20**DMO*3
81.D32,0.035,MOBILE,32,CGW*.MDO,0.231916,OLT20**DMO*3
81.D33,0.009,RETAIL,33,CNGoogle,0.057979,OLT20**DMO*3
81.D34,0.009,RETAIL,34,CNFacebook,0.057979,OLT20**DMO*3
81.D35,0.009,RETAIL,35,CNNetflix,0.057979,OLT20**DMO*3
81.D36,0.009,RETAIL,36,CNConversant,0.057979,OLT20**DMO*3
81.D37,0.009,EBIS,37,CNGoogle,0.057979,OLT20**DMO*3
81.D38,0.009,EBIS,38,CNFacebook,0.057979,OLT20**DMO*3
81.D39,0.009,EBIS,39,CNNetflix,0.057979,OLT20**DMO*3
81.D40,0.009,EBIS,40,CNConversant,0.057979,OLT20**DMO*3
81.D41,0.009,WHOLESALE,41,CNGoogle,0.057979,OLT20**DMO*3
81.D42,0.009,WHOLESALE,42,CNFacebook,0.057979,OLT20**DMO*3
81.D43,0.009,WHOLESALE,43,CNNetflix,0.057979,OLT20**DMO*3
81.D44,0.009,WHOLESALE,44,CNConversant,0.057979,OLT20**DMO*3
81.D45,0.017000001,MOBILE,45,CNGoogle,0.115958,OLT20**DMO*3
81.D46,0.017000001,MOBILE,46,CNFacebook,0.115958,OLT20**DMO*3
81.D47,0.017000001,MOBILE,47,CNNetflix,0.115958,OLT20**DMO*3
81.D48,0.017000001,MOBILE,48,CNConversant,0.115958,OLT20**DMO*3
81.D49,0.012,RETAIL,49,CNIptv,0.077305333,OLT20**DMO*3
81.D50,0.012,EBIS,50,CNIptv,0.077305333,OLT20**DMO*3
82.D1,0,RETAIL,1,CGW2*.BTC,0,OLT21**DMO*2
82.D2,0,RETAIL,2,CGW*.BDS,0,OLT21**DMO*2
82.D3,0,RETAIL,3,CGW*.MDO,0,OLT21**DMO*2
82.D4,0,RETAIL,4,CGW*.PNK,0,OLT21**DMO*2
82.D5,0,RETAIL,5,TEL#_CGW2*.BDS,0,OLT21**DMO*2
82.D6,0,RETAIL,6,TEL#_CGW2**BDS,0,OLT21**DMO*2
82.D7,0,RETAIL,7,TEL#_CGW*.BDS,0,OLT21**DMO*2
82.D8,0,RETAIL,8,CGW2*.BTC,0,OLT21**DMO*2
82.D9,0,RETAIL,9,CGW*.BDS,0,OLT21**DMO*2
82.D10,0,RETAIL,10,CGW2*.BTC,0,OLT21**DMO*2
82.D11,0,RETAIL,11,CGW*.BDS,0,OLT21**DMO*2
82.D12,0,RETAIL,12,CGW2*.BTC,0,OLT21**DMO*2
82.D13,0,RETAIL,13,CGW*.BDS,0,OLT21**DMO*2
82.D14,0,RETAIL,14,CGW*.MDO,0,OLT21**DMO*2
82.D15,0,RETAIL,15,CGW*.PNK,0,OLT21**DMO*2
82.D16,0,RETAIL,16,TEL#_CGW2*.BDS,0,OLT21**DMO*2
82.D17,0,RETAIL,17,TEL#_CGW2**BDS,0,OLT21**DMO*2
82.D18,0,RETAIL,18,TEL#_CGW*.BDS,0,OLT21**DMO*2
82.D19,0,RETAIL,19,CGW2*.BTC,0,OLT21**DMO*2
82.D20,0,RETAIL,20,CGW*.BDS,0,OLT21**DMO*2
82.D21,0,RETAIL,21,CGW2*.BTC,0,OLT21**DMO*2
82.D22,0,RETAIL,22,CGW*.BDS,0,OLT21**DMO*2
82.D23,0,RETAIL,23,CGW2*.BTC,0,OLT21**DMO*2
82.D24,0,RETAIL,24,CGW*.BDS,0,OLT21**DMO*2
82.D25,0,RETAIL,25,CGW2*.BTC,0,OLT21**DMO*2
82.D26,0,RETAIL,26,CGW*.BDS,0,OLT21**DMO*2
82.D27,0,EBIS,27,CGW2*.BTC,0,OLT21**DMO*2
82.D28,0,EBIS,28,CGW*.BDS,0,OLT21**DMO*2
82.D29,0,WHOLESALE,29,CGW*.BDS,0,OLT21**DMO*2
82.D30,0,WHOLESALE,30,CGW*.MDO,0,OLT21**DMO*2
82.D31,0,MOBILE,31,CGW*.BDS,0,OLT21**DMO*2
82.D32,0,MOBILE,32,CGW*.MDO,0,OLT21**DMO*2
82.D33,0,RETAIL,33,CNGoogle,0,OLT21**DMO*2
82.D34,0,RETAIL,34,CNFacebook,0,OLT21**DMO*2
82.D35,0,RETAIL,35,CNNetflix,0,OLT21**DMO*2
82.D36,0,RETAIL,36,CNConversant,0,OLT21**DMO*2
82.D37,0,EBIS,37,CNGoogle,0,OLT21**DMO*2
82.D38,0,EBIS,38,CNFacebook,0,OLT21**DMO*2
82.D39,0,EBIS,39,CNNetflix,0,OLT21**DMO*2
82.D40,0,EBIS,40,CNConversant,0,OLT21**DMO*2
82.D41,0,WHOLESALE,41,CNGoogle,0,OLT21**DMO*2
82.D42,0,WHOLESALE,42,CNFacebook,0,OLT21**DMO*2
82.D43,0,WHOLESALE,43,CNNetflix,0,OLT21**DMO*2
82.D44,0,WHOLESALE,44,CNConversant,0,OLT21**DMO*2
82.D45,0,MOBILE,45,CNGoogle,0,OLT21**DMO*2
82.D46,0,MOBILE,46,CNFacebook,0,OLT21**DMO*2
82.D47,0,MOBILE,47,CNNetflix,0,OLT21**DMO*2
82.D48,0,MOBILE,48,CNConversant,0,OLT21**DMO*2
82.D49,0,RETAIL,49,CNIptv,0,OLT21**DMO*2
82.D50,0,EBIS,50,CNIptv,0,OLT21**DMO*2
83.D1,0,RETAIL,1,CGW2*.BTC,0,OLT22**DMO*2
83.D2,0,RETAIL,2,CGW*.BDS,0,OLT22**DMO*2
83.D3,0,RETAIL,3,CGW*.MDO,0,OLT22**DMO*2
83.D4,0,RETAIL,4,CGW*.PNK,0,OLT22**DMO*2
83.D5,0,RETAIL,5,TEL#_CGW2*.BDS,0,OLT22**DMO*2
83.D6,0,RETAIL,6,TEL#_CGW2**BDS,0,OLT22**DMO*2
83.D7,0,RETAIL,7,TEL#_CGW*.BDS,0,OLT22**DMO*2
83.D8,0,RETAIL,8,CGW2*.BTC,0,OLT22**DMO*2
83.D9,0,RETAIL,9,CGW*.BDS,0,OLT22**DMO*2
83.D10,0,RETAIL,10,CGW2*.BTC,0,OLT22**DMO*2
83.D11,0,RETAIL,11,CGW*.BDS,0,OLT22**DMO*2
83.D12,0,RETAIL,12,CGW2*.BTC,0,OLT22**DMO*2
83.D13,0,RETAIL,13,CGW*.BDS,0,OLT22**DMO*2
83.D14,0,RETAIL,14,CGW*.MDO,0,OLT22**DMO*2
83.D15,0,RETAIL,15,CGW*.PNK,0,OLT22**DMO*2
83.D16,0,RETAIL,16,TEL#_CGW2*.BDS,0,OLT22**DMO*2
83.D17,0,RETAIL,17,TEL#_CGW2**BDS,0,OLT22**DMO*2
83.D18,0,RETAIL,18,TEL#_CGW*.BDS,0,OLT22**DMO*2
83.D19,0,RETAIL,19,CGW2*.BTC,0,OLT22**DMO*2
83.D20,0,RETAIL,20,CGW*.BDS,0,OLT22**DMO*2
83.D21,0,RETAIL,21,CGW2*.BTC,0,OLT22**DMO*2
83.D22,0,RETAIL,22,CGW*.BDS,0,OLT22**DMO*2
83.D23,0,RETAIL,23,CGW2*.BTC,0,OLT22**DMO*2
83.D24,0,RETAIL,24,CGW*.BDS,0,OLT22**DMO*2
83.D25,0,RETAIL,25,CGW2*.BTC,0,OLT22**DMO*2
83.D26,0,RETAIL,26,CGW*.BDS,0,OLT22**DMO*2
83.D27,0,EBIS,27,CGW2*.BTC,0,OLT22**DMO*2
83.D28,0,EBIS,28,CGW*.BDS,0,OLT22**DMO*2
83.D29,0,WHOLESALE,29,CGW*.BDS,0,OLT22**DMO*2
83.D30,0,WHOLESALE,30,CGW*.MDO,0,OLT22**DMO*2
83.D31,0,MOBILE,31,CGW*.BDS,0,OLT22**DMO*2
83.D32,0,MOBILE,32,CGW*.MDO,0,OLT22**DMO*2
83.D33,0,RETAIL,33,CNGoogle,0,OLT22**DMO*2
83.D34,0,RETAIL,34,CNFacebook,0,OLT22**DMO*2
83.D35,0,RETAIL,35,CNNetflix,0,OLT22**DMO*2
83.D36,0,RETAIL,36,CNConversant,0,OLT22**DMO*2
83.D37,0,EBIS,37,CNGoogle,0,OLT22**DMO*2
83.D38,0,EBIS,38,CNFacebook,0,OLT22**DMO*2
83.D39,0,EBIS,39,CNNetflix,0,OLT22**DMO*2
83.D40,0,EBIS,40,CNConversant,0,OLT22**DMO*2
83.D41,0,WHOLESALE,41,CNGoogle,0,OLT22**DMO*2
83.D42,0,WHOLESALE,42,CNFacebook,0,OLT22**DMO*2
83.D43,0,WHOLESALE,43,CNNetflix,0,OLT22**DMO*2
83.D44,0,WHOLESALE,44,CNConversant,0,OLT22**DMO*2
83.D45,0,MOBILE,45,CNGoogle,0,OLT22**DMO*2
83.D46,0,MOBILE,46,CNFacebook,0,OLT22**DMO*2
83.D47,0,MOBILE,47,CNNetflix,0,OLT22**DMO*2
83.D48,0,MOBILE,48,CNConversant,0,OLT22**DMO*2
83.D49,0,RETAIL,49,CNIptv,0,OLT22**DMO*2
83.D50,0,EBIS,50,CNIptv,0,OLT22**DMO*2
84.D1,0.009,RETAIL,1,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D2,0.009,RETAIL,2,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D3,0.009,RETAIL,3,CGW*.MDO,0.059376,MOLT00**DMO*3TP6
84.D4,0.009,RETAIL,4,CGW*.PNK,0.059376,MOLT00**DMO*3TP6
84.D5,0.009,RETAIL,5,TEL#_CGW2*.BDS,0.059376,MOLT00**DMO*3TP6
84.D6,0.009,RETAIL,6,TEL#_CGW2**BDS,0.059376,MOLT00**DMO*3TP6
84.D7,0.009,RETAIL,7,TEL#_CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D8,0.009,RETAIL,8,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D9,0.009,RETAIL,9,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D10,0.009,RETAIL,10,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D11,0.009,RETAIL,11,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D12,0.009,RETAIL,12,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D13,0.009,RETAIL,13,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D14,0.009,RETAIL,14,CGW*.MDO,0.059376,MOLT00**DMO*3TP6
84.D15,0.009,RETAIL,15,CGW*.PNK,0.059376,MOLT00**DMO*3TP6
84.D16,0.009,RETAIL,16,TEL#_CGW2*.BDS,0.059376,MOLT00**DMO*3TP6
84.D17,0.009,RETAIL,17,TEL#_CGW2**BDS,0.059376,MOLT00**DMO*3TP6
84.D18,0.009,RETAIL,18,TEL#_CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D19,0.009,RETAIL,19,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D20,0.009,RETAIL,20,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D21,0.009,RETAIL,21,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D22,0.009,RETAIL,22,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D23,0.009,RETAIL,23,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D24,0.009,RETAIL,24,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D25,0.009,RETAIL,25,CGW2*.BTC,0.059376,MOLT00**DMO*3TP6
84.D26,0.009,RETAIL,26,CGW*.BDS,0.059376,MOLT00**DMO*3TP6
84.D27,0.017999999,EBIS,27,CGW2*.BTC,0.118752,MOLT00**DMO*3TP6
84.D28,0.017999999,EBIS,28,CGW*.BDS,0.118752,MOLT00**DMO*3TP6
84.D29,0.027000001,WHOLESALE,29,CGW*.BDS,0.178128,MOLT00**DMO*3TP6
